month,year,month_number,start_date,end_date,bank_name,no_atms_on_site,no_atms_off_site,no_pos_on_line,no_pos_off_line,no_credit_cards,no_credit_card_atm_txn,no_credit_card_pos_txn,no_credit_card_atm_txn_value_in_mn,no_credit_card_pos_txn_value_in_mn,no_debit_cards,no_debit_card_atm_txn,no_debit_card_pos_txn,no_debit_card_atm_txn_value_in_mn,no_debit_card_pos_txn_value_in_mn
August,2017,8,8/1/2017,8/31/2017,CATHOLIC SYRIAN BANK LTD,203,51,0,0,0,0,0,0,0,1017517,533515,129228,1687.47941,255.5959423
August,2017,8,8/1/2017,8/31/2017,CITY UNION BANK,843,695,9981,0,2070,303,6922,1.04,14.16792734,1693169,1931478,689894,8351.703358,893.7321469
August,2017,8,8/1/2017,8/31/2017,DEVELOPMENT CREDIT BANK,243,266,1669,0,16584,958,63839,5.055282,56.661428,508645,682182,250630,1874.817793,456.257246
August,2017,8,8/1/2017,8/31/2017,DHANALAKSHMI BANK LTD,200,146,1233,0,7580,72,16163,0.187,36.084255,667911,561729,213402,1941.7915,339.3679857
August,2017,8,8/1/2017,8/31/2017,FEDERAL BANK LTD,1180,502,12046,0,0,0,0,0,0,5942978,5423986,2413303,28110.06645,4159.562827
August,2017,8,8/1/2017,8/31/2017,HDFC BANK LTD,5840,6385,417700,0,9427672,184076,33177052,954.5561887,104807.9541,24743431,31106443,33844896,152876.375,45458.47277
August,2017,8,8/1/2017,8/31/2017,ICICI BANK LTD,5181,8761,352309,0,4422562,31513,15620398,110.172132,39718.89762,38316793,30113551,30985736,145735.4638,43113.89362
August,2017,8,8/1/2017,8/31/2017,IDFC BANK LTD,20,2,1359,0,0,0,0,0,0,496285,752070,552828,1928.824828,334.035395
August,2017,8,8/1/2017,8/31/2017,INDUSIND BANK LTD,931,1198,25782,0,670145,12371,2169175,62.82531912,11682.82759,3563988,2457922,1794195,11056.4586,2643.647631
August,2017,8,8/1/2017,8/31/2017,JAMMU AND KASHMIR BANK,661,465,14033,0,456074,9290,147885,31.44418035,550.7029483,4620679,5288887,125891,26243.28606,346.1463881
August,2017,8,8/1/2017,8/31/2017,KARNATAKA BANK LTD,556,840,12925,0,0,0,0,0,0,3891734,3797756,1654536,14414.36753,1985.263599
August,2017,8,8/1/2017,8/31/2017,KARUR VYSYA BANK LTD,761,996,23812,0,0,0,0,0,0,4536783,4944993,1780544,20650.21909,2228.705322
August,2017,8,8/1/2017,8/31/2017,KOTAK MAHINDRA BANK LTD,993,1170,0,0,1173896,31967,2831548,134.877542,7968.971899,6248343,5284988,4887863,21556.6,6433.863691
August,2017,8,8/1/2017,8/31/2017,RATNAKAR BANK LIMITED,174,200,236035,0,424503,26700,1343250,140.6968603,4666.288327,698427,467247,303427,1758.150696,390.8340012
August,2017,8,8/1/2017,8/31/2017,SOUTH INDIAN BANK,747,562,8436,0,0,0,0,0,0,3575349,2678595,1220532,10829.00909,1954.438245
August,2017,8,8/1/2017,8/31/2017,TAMILNAD MERCANTILE BANK LTD,460,649,6068,0,12889,302,23096,0.7258,60.45584769,1076610,3995436,296259,15534.1373,498.6806096
August,2017,8,8/1/2017,8/31/2017,THE LAXMI VILAS BANK LTD,388,593,6997,0,0,0,0,0,0,1299890,813922,180590,3319.5,291.1723
August,2017,8,8/1/2017,8/31/2017,YES BANK LTD,683,1129,66139,0,159497,4172,501544,17.6878734,1332.305851,1894751,3078947,1909691,10804.73306,2604.551106
August,2017,8,8/1/2017,8/31/2017,AMERICAN EXPRESS,0,0,31269,0,1083993,3081,5081198,21.1737,35717.90946,0,0,0,0,0
August,2017,8,8/1/2017,8/31/2017,BANK OF AMERICA,0,0,0,0,16145,218,44735,1.81131168,314.3154571,0,0,0,0,0
August,2017,8,8/1/2017,8/31/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3338,166,198,1.30721102,0.74922709
August,2017,8,8/1/2017,8/31/2017,CITI BANK,48,506,30284,0,2582672,45283,18101531,261.810461,39328.54779,1607094,2253493,4745967,8924.369309,8285.958309
August,2017,8,8/1/2017,8/31/2017,DBS BANK,6,24,0,0,0,0,0,0,0,1541979,326061,405256,661.5750269,338.9668854
August,2017,8,8/1/2017,8/31/2017,DEUTSCHE BANK LTD,13,18,0,0,0,0,0,0,0,106368,128042,188636,607.951436,308.847309
August,2017,8,8/1/2017,8/31/2017,HONGKONG AND SHANGHAI BKG CORPN,44,54,0,0,517754,3590,1335199,25.263739,3963.322536,437303,322855,570104,1552.26285,1014.556854
August,2017,8,8/1/2017,8/31/2017,STANDARD CHARTERED BANK LTD,103,127,0,0,1168776,5297,4199875,23.637867,9232.578669,984000,1806522,2314837,6009.477026,2739.280612
September,2017,9,9/1/2017,9/30/2017,ALLAHABAD BANK,816,279,2027,0,0,0,0,0,0,11940224,7819364,2004140,18235.24594,1986.645355
September,2017,9,9/1/2017,9/30/2017,ANDHRA BANK,3181,800,15486,0,191917,12208,325974,59.82132133,789.4615767,22236352,12665024,2278635,39032.27436,2919.939178
September,2017,9,9/1/2017,9/30/2017,BANK OF BARODA,6337,3799,104831,0,134951,7400,335299,25.94018668,787.3467976,48204663,17715618,10138625,73238.22091,9345.540895
September,2017,9,9/1/2017,9/30/2017,BANK OF INDIA,3483,4234,48767,0,180218,19642,231599,110.4042222,600.4070023,50113470,27504256,7150212,62102.48924,7301.963927
September,2017,9,9/1/2017,9/30/2017,BANK OF MAHARASHTRA,1273,577,2195,0,0,0,0,0,0,6841599,6052578,2960640,21553.46623,3952.849643
September,2017,9,9/1/2017,9/30/2017,CANARA BANK,5402,4937,16423,0,223766,32479,448353,160.0654389,943.8429773,38133127,19094442,7243504,79128.30738,9688.195014
September,2017,9,9/1/2017,9/30/2017,CENTRAL BANK OF INDIA,3463,1776,4126,0,108594,2995,153402,14.49321485,340.6235567,26544106,10951666,3306497,44365.81729,5990.317834
September,2017,9,9/1/2017,9/30/2017,CORPORATION BANK,2339,855,150818,0,101710,2083,136911,10.04190852,329.1353877,11888578,4877635,3011555,19857.6324,3565.030532
September,2017,9,9/1/2017,9/30/2017,DENA BANK,1392,269,5638,0,0,0,0,0,0,7996648,3618348,1185644,13740.88969,1428.537563
September,2017,9,9/1/2017,9/30/2017,INDIAN BANK,2579,623,13918,0,83849,2721,133985,14.677943,288.803597,17139056,24632715,4958837,46090.04541,4813.234343
September,2017,9,9/1/2017,9/30/2017,INDIAN OVERSEAS BANK,2574,872,16351,0,44485,474,77121,1.808064,177.337258,17111683,12868423,3608167,39457.957,8074.957309
September,2017,9,9/1/2017,9/30/2017,ORIENTAL BANK OF COMMERCE,2305,308,7921,0,0,0,0,0,0,11091455,4847921,2342557,20749.086,2844.909
September,2017,9,9/1/2017,9/30/2017,PUNJAB AND SIND BANK,1081,186,390,0,0,0,0,0,0,2623885,1044625,259989,4273.59895,410.5984384
September,2017,9,9/1/2017,9/30/2017,PUNJAB NATIONAL BANK,5638,4114,43200,0,282812,9506,532949,39.57736712,1118.446205,57867860,23398877,10327333,100951.0963,12988.33207
September,2017,9,9/1/2017,9/30/2017,SYNDICATE BANK,3688,397,8824,0,77471,2979,122378,13.08202972,264.353537,15172757,11493010,3456126,32316.23274,4415.533394
September,2017,9,9/1/2017,9/30/2017,UCO BANK,2275,549,6316,0,0,0,0,0,0,10978292,5093187,1842153,19796.66861,2554.561775
September,2017,9,9/1/2017,9/30/2017,UNION BANK OF INDIA,4562,3112,47121,0,200001,3336,159825,16.36424178,840.7439892,20778787,26593125,6141300,67348.75403,6585.101931
September,2017,9,9/1/2017,9/30/2017,UNITED BANK OF INDIA,979,1113,2302,0,0,0,0,0,0,10981573,6358216,1340350,25120.40959,2045.626774
September,2017,9,9/1/2017,9/30/2017,VIJAYA BANK,1763,414,7552,0,49930,9228,82454,45.20250586,247.1953187,6290154,5433005,1453460,17060.13987,2143.777224
September,2017,9,9/1/2017,9/30/2017,IDBI LTD,2186,1630,33472,0,26078,802,94259,3.77808044,212.5290998,11074126,9113129,4792570,38718.54874,5936.664931
September,2017,9,9/1/2017,9/30/2017,STATE BANK OF INDIA,28952,29964,641938,0,5255704,121328,17136661,472.974474,67454.26615,272097218,346794275,77245776,1009282.145,116265.285
September,2017,9,9/1/2017,9/30/2017,AXIS BANK LTD,3178,11154,465938,0,3823356,72207,10314755,283.246967,35790.1153,21541697,24554793,18147464,113051.4219,25851.91383
September,2017,9,9/1/2017,9/30/2017,BANDHAN BANK,386,0,15179,0,0,0,0,0,0,10041999,3848014,383490,10989.28685,615.4829558
September,2017,9,9/1/2017,9/30/2017,CATHOLIC SYRIAN BANK LTD,200,48,0,0,0,0,0,0,0,1027949,499929,122052,1568.521909,229.02341
September,2017,9,9/1/2017,9/30/2017,CITY UNION BANK,872,697,9652,0,2527,384,8280,1.4881,21.67197061,1704996,1913646,657383,8433.425676,845.8619513
September,2017,9,9/1/2017,9/30/2017,DEVELOPMENT CREDIT BANK,250,257,1637,0,16553,1118,57321,6.28133,55.57679,511708,671031,240419,1874.070968,447.808525
September,2017,9,9/1/2017,9/30/2017,DHANALAKSHMI BANK LTD,202,144,1202,0,7594,73,15693,0.338738,34.162074,669566,503615,198502,1703.618,323.8665057
September,2017,9,9/1/2017,9/30/2017,FEDERAL BANK LTD,1183,495,12345,0,0,0,0,0,0,6019428,5097637,2300120,25621.8148,3658.853132
September,2017,9,9/1/2017,9/30/2017,HDFC BANK LTD,5840,6419,407711,0,9624444,177760,32686525,970.3860063,109484.2168,24866255,32137232,33939384,159521.4553,46522.16596
September,2017,9,9/1/2017,9/30/2017,ICICI BANK LTD,5202,8590,326250,0,4490177,30041,14576619,105.576425,39561.97951,38728924,30792842,30554641,150169.5474,43025.67437
September,2017,9,9/1/2017,9/30/2017,IDFC BANK LTD,20,2,1427,0,0,0,0,0,0,540860,830382,426809,2211.606354,359.932074
September,2017,9,9/1/2017,9/30/2017,INDUSIND BANK LTD,933,1213,28705,0,686283,12747,2168403,68.309056,12505.73008,3615212,2555233,1749088,11565.37211,2636.315878
September,2017,9,9/1/2017,9/30/2017,JAMMU AND KASHMIR BANK,669,466,13715,0,434887,9483,145906,31.322398,544.8285815,4732586,4606858,107190,21498.44045,300.1781339
September,2017,9,9/1/2017,9/30/2017,KARNATAKA BANK LTD,557,840,14072,0,0,0,0,0,0,3956615,3881659,1630129,14721.94631,1987.231501
September,2017,9,9/1/2017,9/30/2017,KARUR VYSYA BANK LTD,760,1006,23945,0,0,0,0,0,0,4454534,4984688,1708173,21135.57502,2175.973151
September,2017,9,9/1/2017,9/30/2017,KOTAK MAHINDRA BANK LTD,997,1167,0,0,1219714,32908,2747333,140.136036,8185.381917,6723099,5558695,5002981,22567.97819,6592.810663
September,2017,9,9/1/2017,9/30/2017,RATNAKAR BANK LIMITED,179,209,250887,0,458143,30700,1354892,160.9775383,5038.805285,721892,496492,309547,1845.311066,400.5937946
September,2017,9,9/1/2017,9/30/2017,SOUTH INDIAN BANK,744,568,8693,0,0,0,0,0,0,3618945,2513170,1168511,9880.514334,1742.621745
September,2017,9,9/1/2017,9/30/2017,TAMILNAD MERCANTILE BANK LTD,462,652,5726,0,13657,246,22416,0.6368,65.58574457,1095341,3889554,282320,15424.4041,467.5006108
September,2017,9,9/1/2017,9/30/2017,THE LAXMI VILAS BANK LTD,394,589,7044,0,0,0,0,0,0,1320045,858471,193517,3528.2,311.3648
September,2017,9,9/1/2017,9/30/2017,YES BANK LTD,685,1136,63127,0,175599,4230,533629,18.69469205,1476.205136,1991585,3240644,1931007,11528.76365,2689.851441
September,2017,9,9/1/2017,9/30/2017,AMERICAN EXPRESS,0,0,32567,0,1103226,3080,5290905,21.4926,36625.76424,0,0,0,0,0
September,2017,9,9/1/2017,9/30/2017,BANK OF AMERICA,0,0,0,0,16370,177,46700,1.40038839,338.7198379,0,0,0,0,0
September,2017,9,9/1/2017,9/30/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3341,226,194,1.79247767,0.55851285
September,2017,9,9/1/2017,9/30/2017,CITI BANK,47,502,30600,0,2597795,43250,17432375,255.174956,37644.44048,1611346,2330277,4798868,9220.337598,8505.942969
September,2017,9,9/1/2017,9/30/2017,DBS BANK,7,23,0,0,0,0,0,0,0,1634013,372136,426041,711.8855773,345.5076178
September,2017,9,9/1/2017,9/30/2017,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,108138,128459,189329,616.092731,316.483221
September,2017,9,9/1/2017,9/30/2017,HONGKONG AND SHANGHAI BKG CORPN,45,55,0,0,526449,3841,1249875,28.84599,3842.742992,417498,300986,534131,1443.250157,936.063483
September,2017,9,9/1/2017,9/30/2017,STANDARD CHARTERED BANK LTD,103,120,0,0,1184384,5120,4009432,23.85161,9044.240728,999682,1881098,2312107,6286.244576,2773.598591
October,2017,10,10/1/2017,10/31/2017,ALLAHABAD BANK,819,278,2145,0,0,0,0,0,0,12044623,7843955,2150359,19067.72116,2217.12799
October,2017,10,10/1/2017,10/31/2017,ANDHRA BANK,3189,800,3470,0,197148,14836,388031,70.91811014,957.1151792,22339885,9343654,2201327,30186.40551,3014.711987
October,2017,10,10/1/2017,10/31/2017,BANK OF BARODA,6340,3730,103510,0,135126,7030,349186,25.49755731,856.9004867,48440508,18568098,11125666,81092.40581,11272.08771
October,2017,10,10/1/2017,10/31/2017,BANK OF INDIA,3483,4234,50937,0,185246,22261,268630,121.965443,716.946259,50502798,28827489,7578112,66570.13404,8371.403625
October,2017,10,10/1/2017,10/31/2017,BANK OF MAHARASHTRA,1273,577,2213,0,0,0,0,0,0,6890625,6413945,3333200,24658.24516,4987.325385
October,2017,10,10/1/2017,10/31/2017,CANARA BANK,5388,4732,16710,0,225772,35084,521194,175.3171874,1127.219389,38594208,19972606,8076071,83996.95366,11593.59706
October,2017,10,10/1/2017,10/31/2017,CENTRAL BANK OF INDIA,3429,1769,4174,0,NA,2954,157186,15.1992477,365.6731222,26861807,11261817,3542091,47399.69446,5218.474761
October,2017,10,10/1/2017,10/31/2017,CORPORATION BANK,2347,848,153548,0,102337,1903,153272,9.33847814,383.6534969,12125273,4898532,3244126,20594.0634,4199.395373
October,2017,10,10/1/2017,10/31/2017,DENA BANK,1392,269,5758,0,0,0,0,0,0,8089919,3618378,1344769,13742.48619,1824.085551
October,2017,10,10/1/2017,10/31/2017,INDIAN BANK,2616,620,12426,0,84256,3210,145522,17.97634,326.551902,17255527,26209799,5552779,49238.3,5815.8
October,2017,10,10/1/2017,10/31/2017,INDIAN OVERSEAS BANK,2561,874,16904,0,44617,504,82775,2.0332,195.782881,17262127,13538975,2709003,41943.9431,7500.453023
October,2017,10,10/1/2017,10/31/2017,ORIENTAL BANK OF COMMERCE,2312,309,8094,0,0,0,0,0,0,11177808,3891054,2503905,17911.196,3292.368
October,2017,10,10/1/2017,10/31/2017,PUNJAB AND SIND BANK,1085,183,571,0,0,0,0,0,0,2634977,1084526,277313,4589.941561,507.9097126
October,2017,10,10/1/2017,10/31/2017,PUNJAB NATIONAL BANK,5619,4119,44655,0,288035,9521,582042,40.88302952,1279.725926,58240046,24177106,10943126,108260.1324,15252.5277
October,2017,10,10/1/2017,10/31/2017,SYNDICATE BANK,3702,398,8910,0,79139,3105,135814,13.82794063,311.596,15304376,11873736,3519177,33443.01052,4297.58319
October,2017,10,10/1/2017,10/31/2017,UCO BANK,2280,541,6474,0,0,0,0,0,0,10564170,5101894,1906446,19891.8,2786.6
October,2017,10,10/1/2017,10/31/2017,UNION BANK OF INDIA,4564,3102,55300,0,201727,3316,176698,15.71378424,614.9150479,20969022,27830278,5829074,73177.57636,7576.267385
October,2017,10,10/1/2017,10/31/2017,UNITED BANK OF INDIA,984,1113,2294,0,0,0,0,0,0,11015661,5860927,1221117,22244.77601,1904.03218
October,2017,10,10/1/2017,10/31/2017,VIJAYA BANK,1763,414,7552,0,49930,9228,82454,45.20250586,247.1953187,6290154,5433005,1453460,17060.13987,2143.777224
October,2017,10,10/1/2017,10/31/2017,IDBI LTD,2188,1629,32632,0,26237,739,148512,3.81158805,342.6588228,11116091,9587294,5154570,41997.63968,6971.784116
October,2017,10,10/1/2017,10/31/2017,STATE BANK OF INDIA,28703,30067,651297,0,5412156,126549,18823489,485.667555,74961.92712,274956279,349373556,79941223,1047545.552,123073.1448
October,2017,10,10/1/2017,10/31/2017,AXIS BANK LTD,3102,11127,472415,0,3883058,73578,11045831,296.87757,38379.6956,21593535,27873485,19499284,119640.3569,30860.691
October,2017,10,10/1/2017,10/31/2017,BANDHAN BANK,402,0,16616,0,0,0,0,0,0,10107082,3720302,404216,10070.06368,677.618785
October,2017,10,10/1/2017,10/31/2017,CATHOLIC SYRIAN BANK LTD,202,45,0,0,0,0,0,0,0,1037927,544663,134738,1707.583392,243.5792621
October,2017,10,10/1/2017,10/31/2017,CITY UNION BANK,878,695,9863,0,3150,409,10453,1.8197,30.306263,1718869,2088222,752347,9324.341991,1053.127395
October,2017,10,10/1/2017,10/31/2017,DEVELOPMENT CREDIT BANK,267,257,1611,0,17404,1351,59490,6.573001,60.567684,521530,728032,266056,2082.738344,532.495589
October,2017,10,10/1/2017,10/31/2017,DHANALAKSHMI BANK LTD,202,144,1211,0,7615,80,16284,0.3546,32.80221049,664194,527701,197748,1768.6257,289.2177297
October,2017,10,10/1/2017,10/31/2017,FEDERAL BANK LTD,1184,498,12740,0,0,0,0,0,0,6111149,5462383,2372605,27326.61064,3620.648436
October,2017,10,10/1/2017,10/31/2017,HDFC BANK LTD,5839,6329,408351,0,9784186,176672,34852409,959.6767292,119416.5392,25055326,33522304,35813668,170284.2023,53564.11723
October,2017,10,10/1/2017,10/31/2017,ICICI BANK LTD,5204,8713,333884,0,4555750,33816,16706145,120.804758,47081.17281,38945912,32495375,32442327,162111.9676,49625.56839
October,2017,10,10/1/2017,10/31/2017,IDFC BANK LTD,20,2,1413,0,0,0,0,0,0,575919,912868,478426,2494.384786,430.826497
October,2017,10,10/1/2017,10/31/2017,INDUSIND BANK LTD,935,1224,31708,0,695487,13750,2373971,72.68645255,13662.67484,3647827,2757062,1926200,12692.56261,3079.688848
October,2017,10,10/1/2017,10/31/2017,JAMMU AND KASHMIR BANK,676,466,14131,0,447691,9775,157005,31.29829317,603.3188908,4732586,4662956,107494,23075.64747,322.8928336
October,2017,10,10/1/2017,10/31/2017,KARNATAKA BANK LTD,555,839,14355,0,0,0,0,0,0,3983016,3960536,1775091,15209.85895,2288.082727
October,2017,10,10/1/2017,10/31/2017,KARUR VYSYA BANK LTD,759,1007,23781,0,0,0,0,0,0,4242983,5192004,1854492,22083.88897,2503.980109
October,2017,10,10/1/2017,10/31/2017,KOTAK MAHINDRA BANK LTD,1006,1162,0,0,1263391,34286,3085740,146.2271328,9566.646475,6853209,6031399,5433077,25139.85513,7747.399384
October,2017,10,10/1/2017,10/31/2017,RATNAKAR BANK LIMITED,181,208,274688,0,507656,31510,1553702,163.1004478,5686.805989,743412,545498,349730,2093.125004,501.8784449
October,2017,10,10/1/2017,10/31/2017,SOUTH INDIAN BANK,744,575,8920,0,0,0,0,0,0,3647773,2639338,1210067,10376.14464,1775.635748
October,2017,10,10/1/2017,10/31/2017,TAMILNAD MERCANTILE BANK LTD,463,656,5663,0,14094,706,25670,0.650194,75.80571381,1115207,3954243,328190,15659.941,577.5610721
October,2017,10,10/1/2017,10/31/2017,THE LAXMI VILAS BANK LTD,393,590,7059,0,0,0,0,0,0,1342101,892322,212779,3742,373.0807
October,2017,10,10/1/2017,10/31/2017,YES BANK LTD,686,981,65905,0,187457,4610,628833,20.357364,1788.358431,2073082,3453386,2094471,12554.18925,3174.087071
October,2017,10,10/1/2017,10/31/2017,AMERICAN EXPRESS,0,0,33615,0,1115039,3409,5333983,23.999514,38952.43711,0,0,0,0,0
October,2017,10,10/1/2017,10/31/2017,BANK OF AMERICA,0,0,0,0,16658,197,43333,1.60729545,321.5926779,0,0,0,0,0
October,2017,10,10/1/2017,10/31/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3344,150,118,1.13877087,0.54197148
October,2017,10,10/1/2017,10/31/2017,CITI BANK,47,501,30798,0,2609583,46089,19561694,266.501847,45594.30581,1616108,2342550,5072154,9348.270046,9357.183175
October,2017,10,10/1/2017,10/31/2017,DBS BANK,6,24,0,0,0,0,0,0,0,1727952,412791,473090,803.7837539,404.6802388
October,2017,10,10/1/2017,10/31/2017,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,109287,133549,197733,657.361472,354.229581
October,2017,10,10/1/2017,10/31/2017,HONGKONG AND SHANGHAI BKG CORPN,45,54,0,0,534270,4230,1461671,30.195449,4643.456718,395511,336449,592990,1660.946327,1167.287993
October,2017,10,10/1/2017,10/31/2017,STANDARD CHARTERED BANK LTD,103,122,0,0,1196228,5115,4432772,24.050656,10805.42921,1014005,1967194,2407346,6688.168331,3057.478766
November,2017,11,11/1/2017,11/30/2017,ALLAHABAD BANK,820,277,2193,0,0,0,0,0,0,12203802,7980737,2269121,18610.09794,2112.083394
November,2017,11,11/1/2017,11/30/2017,ANDHRA BANK,3183,797,14964,0,207333,14282,373294,67.6290752,897.6061822,22451106,10173835,2173635,33521.29068,2707.907105
November,2017,11,11/1/2017,11/30/2017,BANK OF BARODA,6401,3652,93533,0,134639,6702,329883,24.4557673,780.3206153,49147192,18250907,10410107,77958.34969,10336.51407
November,2017,11,11/1/2017,11/30/2017,BANK OF INDIA,3483,4234,56470,0,192217,23748,259738,129.9259483,675.7014424,50969644,28517140,7735403,64525.7655,7661.012233
November,2017,11,11/1/2017,11/30/2017,BANK OF MAHARASHTRA,1309,560,2213,0,0,0,0,0,0,6940794,6255386,3218451,22579.05624,3774.519547
November,2017,11,11/1/2017,11/30/2017,CANARA BANK,5294,4620,17307,0,217158,33486,463359,157.3259831,966.162585,39573467,20166365,7876946,82957.99379,10457.59665
November,2017,11,11/1/2017,11/30/2017,CENTRAL BANK OF INDIA,3445,1684,4152,0,106313,2984,155853,14.03017492,349.9457837,27241398,11021651,3308486,45164.83595,4423.881744
November,2017,11,11/1/2017,11/30/2017,CORPORATION BANK,2350,837,155718,0,104982,2159,140076,9.97414906,333.5094772,12341955,7314965,3098797,29114.37735,3655.666774
November,2017,11,11/1/2017,11/30/2017,DENA BANK,1392,269,4914,0,0,0,0,0,0,8156975,3871559,1286448,15017.72527,1588.359724
November,2017,11,11/1/2017,11/30/2017,INDIAN BANK,2638,633,12033,0,84466,3133,133354,17.336579,280.983961,17628475,26628414,5218508,58190.5,4829.9
November,2017,11,11/1/2017,11/30/2017,INDIAN OVERSEAS BANK,2501,830,17531,0,44825,533,78669,2.1858,181.809778,17423995,13191848,2754019,39752.6837,6662.229092
November,2017,11,11/1/2017,11/30/2017,ORIENTAL BANK OF COMMERCE,2317,309,7918,0,0,0,0,0,0,11225181,3921984,2434045,17971.756,3075.371
November,2017,11,11/1/2017,11/30/2017,PUNJAB AND SIND BANK,1087,181,663,0,0,0,0,0,0,2665190,1020909,264350,4354.05218,471.9100196
November,2017,11,11/1/2017,11/30/2017,PUNJAB NATIONAL BANK,5575,4113,46332,0,291580,9821,558095,40.87374066,1172.7,59361030,23672558,10985636,104913.0799,14631.36252
November,2017,11,11/1/2017,11/30/2017,SYNDICATE BANK,3738,398,9079,0,81030,3784,131080,16.28077488,284.0508419,15443299,11188819,3211243,32196.85523,3924.570548
November,2017,11,11/1/2017,11/30/2017,UCO BANK,2284,528,6551,0,0,0,0,0,0,10032213,5188429,1921219,19778.88584,2649.37205
November,2017,11,11/1/2017,11/30/2017,UNION BANK OF INDIA,4567,3103,55542,0,202742,4144,167457,17.578148,465.8223344,21095941,27366562,5634272,71963.26705,6777.330781
November,2017,11,11/1/2017,11/30/2017,UNITED BANK OF INDIA,997,1101,2431,0,0,0,0,0,0,11111080,5628580,1251856,22976.17183,1725.604789
November,2017,11,11/1/2017,11/30/2017,VIJAYA BANK,1777,424,7791,0,48132,9915,97342,47.61713396,271.8618959,6445747,5628580,1151804,17735.59344,1863.610653
November,2017,11,11/1/2017,11/30/2017,IDBI LTD,2198,1616,31569,0,25550,660,141180,3.14873944,314.0281771,11203229,9055310,4870818,39109.17288,6028.615764
November,2017,11,11/1/2017,11/30/2017,STATE BANK OF INDIA,28626,30276,634747,0,5641724,127071,17301631,480.632451,71454.21943,275083261,342563742,77749867,1037696.339,108061.0579
November,2017,11,11/1/2017,11/30/2017,AXIS BANK LTD,2972,11044,472415,0,3971321,77975,10557501,311.183296,38431.47741,21835541,26901933,18497048,112351.8855,26517.45315
November,2017,11,11/1/2017,11/30/2017,BANDHAN BANK,424,0,18126,0,0,0,0,0,0,10190177,3808846,420113,11122.97545,680.1773838
November,2017,11,11/1/2017,11/30/2017,CATHOLIC SYRIAN BANK LTD,201,46,0,0,0,0,0,0,0,1047320,528623,127691,1654.260354,232.5911193
November,2017,11,11/1/2017,11/30/2017,CITY UNION BANK,887,696,9772,0,3633,465,10913,2.2587,32.05291248,1729512,2022566,662650,8720.84036,829.0386027
November,2017,11,11/1/2017,11/30/2017,DEVELOPMENT CREDIT BANK,272,257,1602,0,16001,1510,105048,7.349767,59.980543,523734,717205,256572,2054.225843,483.298012
November,2017,11,11/1/2017,11/30/2017,DHANALAKSHMI BANK LTD,202,144,1145,0,7607,72,15644,0.2921,30.692798,665612,528024,191421,1750.45225,275.247748
November,2017,11,11/1/2017,11/30/2017,FEDERAL BANK LTD,1183,494,12130,0,0,0,0,0,0,6201981,5556024,2331538,27739.88743,3470.879991
November,2017,11,11/1/2017,11/30/2017,HDFC BANK LTD,5850,6354,410066,0,9976842,171848,32833460,933.5786195,108026.4998,25002096,31391923,34566486,156193.7391,47175.78556
November,2017,11,11/1/2017,11/30/2017,ICICI BANK LTD,5223,8941,342063,0,4648885,33219,15473320,114.376981,43753.86105,39584568,31385671,31470747,154142.0433,44391.41494
November,2017,11,11/1/2017,11/30/2017,IDFC BANK LTD,20,2,1432,0,0,0,0,0,0,628630,938812,498087,2597.841793,410.4513703
November,2017,11,11/1/2017,11/30/2017,INDUSIND BANK LTD,937,1226,30363,0,712530,13478,2246420,70.84509024,12933.76782,3697730,2634991,1828502,11961.17515,2898.242298
November,2017,11,11/1/2017,11/30/2017,JAMMU AND KASHMIR BANK,684,466,14421,0,450197,9420,165906,30.39855137,647.7328355,4754298,4702780,117893,24237.81701,338.6973048
November,2017,11,11/1/2017,11/30/2017,KARNATAKA BANK LTD,547,836,14101,0,0,0,0,0,0,4022151,3977040,1728863,15243.25233,2050.008554
November,2017,11,11/1/2017,11/30/2017,KARUR VYSYA BANK LTD,759,1013,23376,0,0,0,0,0,0,4242057,5155936,1685329,21509.73189,2123.502612
November,2017,11,11/1/2017,11/30/2017,KOTAK MAHINDRA BANK LTD,1014,1149,0,0,1302062,34686,2958077,146.0404474,8850.942254,6939113,5972292,5356132,24058.66522,7072.154137
November,2017,11,11/1/2017,11/30/2017,RATNAKAR BANK LIMITED,185,208,307422,0,561644,40868,1617107,207.5798151,5946.369061,756871,531661,326616,1936.89197,409.8792114
November,2017,11,11/1/2017,11/30/2017,SOUTH INDIAN BANK,745,579,9155,0,0,0,0,0,0,3676283,2687952,1191559,10454.17735,1692.638051
November,2017,11,11/1/2017,11/30/2017,TAMILNAD MERCANTILE BANK LTD,466,658,5569,0,14464,793,22757,0.929394,68.07581238,1140081,3928875,296555,15140.4302,476.7577677
November,2017,11,11/1/2017,11/30/2017,THE LAXMI VILAS BANK LTD,393,590,6891,0,0,0,0,0,0,1354268,889335,187024,3641.9,397.8708
November,2017,11,11/1/2017,11/30/2017,YES BANK LTD,699,975,68442,0,202475,4560,633734,19.99481546,1683.745126,2176308,3345982,2030084,12030.03766,2931.136555
